video_id,title,published_at,duration_raw,duration_sec,view_count,like_count,comment_count,category_id,category_name,channel_id,channel_title,hour,weekday,is_weekend,is_short,like_view_ratio,comment_view_ratio,n_positive,n_negative,n_neutral,n_comments_sampled,ratio_positive,ratio_negative,ratio_neutral
JP-Sh9A65Fg,College Hitter vs Pro (AAA) Pitcher #baseball #mlb #baseballplayer,2024-03-31 17:25:44+00:00,PT17S,17.0,7718031,205572.0,1166.0,22,People & Blogs,UCvdP2kdOrjgioTpYMeff8Xg,Ian Jenkins Hitting,17,6,1,1,0.026635290788544385,0.0001510748013321014,77,42,381,500,0.154,0.084,0.762
2BeH65Tvo0M,2050년 한국사 강의,2024-12-08 13:22:50+00:00,PT19S,19.0,7709397,158679.0,1614.0,27,Education,UC2lc3tQ-Kk8WaFCUfoKwYKQ,꽃보다전한길,13,6,1,1,0.02058254361527886,0.00020935489507156008,36,1,463,500,0.072,0.002,0.926
dFYRQVDkwuQ,[EN] 쯔양이랑 150kg 참치 해체 먹방 했습니다ㅣ시즌비시즌4 EP.31,2024-05-23 09:15:03+00:00,PT20M23S,1223.0,7698025,95210.0,2817.0,24,Entertainment,UCZf4ZESHAIuRtZ-eoMSL97A,시즌비시즌 Season B Season,9,3,0,0,0.012368107404171848,0.00036593801656918494,136,3,361,500,0.272,0.006,0.722
yVnakR-B5II,EPL 축구장 잔디맛 (직접 체험),2024-05-31 06:15:21+00:00,PT34S,34.0,7697814,81799.0,1089.0,17,Sports,UCT8DsZlac7D1_dx6d8Kh_Qw,JK 아트사커 온라인,6,4,0,1,0.010626263508055664,0.00014146873385093483,14,4,437,455,0.03076923076923077,0.008791208791208791,0.9604395604395605
QO6GVF0iaBc,- 고기뷔페의 룰 - [컬투쇼 × 유투],2024-06-24 05:22:48+00:00,PT1M,60.0,7691718,116879.0,1057.0,1,Film & Animation,UCvH22CTIo6UYsroNXe6CPtA,YOUTOO - 유투 애니메이션 -,5,0,0,1,0.015195434882038058,0.0001374205346581869,9,7,484,500,0.018,0.014,0.968
ffuK4UKket4,He TRADED His Baseball Bat for a MYSTERY BOX And Got This Back…,2024-07-05 01:53:19+00:00,PT19S,19.0,7679275,338045.0,1043.0,24,Entertainment,UCFSaBAqySWbnd61n9r3Dd1g,CS99TV,1,4,0,1,0.04402043161626586,0.00013582011322683458,107,25,368,500,0.214,0.05,0.736
2rYBB2IjNaw,[4K] Stray Kids(스트레이 키즈) “Chk Chk Boom” Band LIVE Concert 막.. 잇라 스키즈가 좋다💗 [it’s KPOP LIVE 잇츠라이브],2024-07-27 08:00:07+00:00,PT6M5S,365.0,7656577,393243.0,7106.0,24,Entertainment,UCB9e3pof1o83aa0kkaoeJGA,it's Live,8,5,1,0,0.05136015741760319,0.0009280909732900224,154,2,344,500,0.308,0.004,0.688
AfAZvUH-uCk,깜짝 시구,2024-09-06 10:55:30+00:00,PT20S,20.0,7638787,76126.0,486.0,17,Sports,UCxeQfsDEU61GVOERyNDlLFg,야구채널S,10,4,0,1,0.009965718379109144,6.362266679251562e-05,52,1,330,383,0.13577023498694518,0.0026109660574412533,0.8616187989556136
0ybueZVtwXY,#shorts -సుధీర్ గురించి అడుగుతుంటే సిగ్గు పడుతున్న వర్షిణి #dhee #comedy #sudheer #varshini #pradeep,2024-06-24 13:15:00+00:00,PT45S,45.0,7633764,226993.0,114.0,24,Entertainment,UCoY_p16GEbOQPgES1-wXpYg,ETV Dhee,13,0,0,1,0.02973539658810516,1.4933655271501713e-05,4,1,90,95,0.042105263157894736,0.010526315789473684,0.9473684210526315
JU3Cs_OflH8,Parotta Soori's Iconic Comedy Scene! 😂 #VenilaKabadiKuzhu #Vishnuvishal #sunnxt #shorts #soori,2024-02-20 13:17:23+00:00,PT52S,52.0,7616891,163944.0,162.0,24,Entertainment,UCials1wQnEN_NykYZr1048w,Sun NXT,13,1,0,1,0.021523742429818152,2.126852018756734e-05,6,0,123,129,0.046511627906976744,0.0,0.9534883720930233
2LYU51oOjK4,No one in the Senate can lecture me on immigration,2024-02-09 21:37:30+00:00,PT20S,20.0,7614069,128027.0,1.0,25,News & Politics,UCh8t7sV_DBKz4A-RkL9feyg,Senator Marco Rubio,21,4,0,1,0.016814531100256644,1.313358205711033e-07,0,0,1,1,0.0,0.0,1.0
lTeoAKBYc8E,#shorts - హైపర్ ఆది కి దిమ్మతిరిగేల పంచ్ లు వేసిన పిల్లలు #comedy #SrideviDramaCompany,2024-01-31 13:00:43+00:00,PT44S,44.0,7607025,274782.0,120.0,24,Entertainment,UCSs9H1cyB3OHdy8wkit8ZKg,etvteluguindia,13,2,0,1,0.03612213710353259,1.57748922870636e-05,4,2,73,79,0.05063291139240506,0.02531645569620253,0.9240506329113924
5fA8Uku9wCs,유럽과 중동의 축구력 차이 (가슴 트래핑),2024-02-17 01:57:20+00:00,PT33S,33.0,7596192,66008.0,752.0,17,Sports,UCT8DsZlac7D1_dx6d8Kh_Qw,JK 아트사커 온라인,1,5,1,1,0.008689617113416828,9.899697111394762e-05,13,4,461,478,0.027196652719665274,0.008368200836820083,0.9644351464435147
-diBDy31zUY,런닝맨에서 진짜 모든 근육을 사용해 주는... 지효야 고마워❤️ #런닝맨 #RunningMan | SBSNOW,2024-01-29 00:45:55+00:00,PT58S,58.0,7594998,81388.0,922.0,24,Entertainment,UCcOYEm78CpaZQvPE6LtoSeA,SBS ,0,0,0,1,0.010716000188545145,0.00012139568700347254,20,2,474,496,0.04032258064516129,0.004032258064516129,0.9556451612903226
xT-IJ4IJtQ8,절벽 엔딩! 판처 다이브!!,2024-09-15 01:00:37+00:00,PT39S,39.0,7575778,86310.0,651.0,20,Gaming,UC-aXNBQ6nwMNeW2V8XB7sBg,메리엄,1,6,1,1,0.011392889284770488,8.593176832795259e-05,11,1,404,416,0.026442307692307692,0.002403846153846154,0.9711538461538461
4gwOeHwMqrQ,인도 신부 메이크업~!,2024-04-29 10:46:54+00:00,PT58S,58.0,7571265,109526.0,2019.0,22,People & Blogs,UC28ZaYb3rndARqhK03Y5tog,전핑콩,10,0,0,1,0.014466010633625953,0.0002666661383533663,50,1,449,500,0.1,0.002,0.898
PKRGp0tGoK4,#shorts - సుధీర్ జోక్ వెయ్యాలి దానికి రష్మీ నవ్వాలి... ఇదే టాస్క్ #dhee #comedy #sudheer #rashmi,2024-05-13 11:15:01+00:00,PT43S,43.0,7533456,227624.0,87.0,24,Entertainment,UCoY_p16GEbOQPgES1-wXpYg,ETV Dhee,11,0,0,1,0.03021508322342362,1.154848452025206e-05,9,1,66,76,0.11842105263157894,0.013157894736842105,0.868421052631579
2Vme7ujHqCE,0.1점 차이로 역전 당한 인도 선수 표정 ㅎㄷㄷ,2024-07-29 03:00:01+00:00,PT16S,16.0,7532392,110304.0,3308.0,17,Sports,UC9_093tAK3bXyZfT84efbvg,esports KBS,3,0,0,1,0.014643953740060263,0.0004391699210556222,69,4,427,500,0.138,0.008,0.854
S2WInYXrxTI,Throwing drills #baseball #basebroz #throwharder #baseballlove #baseballlife #pitching #mlb #drills,2024-11-20 01:01:27+00:00,PT37S,37.0,7529186,69959.0,,22,People & Blogs,UCXtzH3XlokGS8uk8fFQH8mA,Basebroz,1,2,0,1,0.009291708293565865,,0,0,0,0,0.0,0.0,0.0
4kD2CrWB_6k,Gucci Spring Summer 2025 Men's Fashion Show,2024-06-17 12:39:03+00:00,PT11M19S,679.0,7525918,76325.0,1436.0,24,Entertainment,UCo6fjlKg6GuCmEMeqYbGJng,GUCCI,12,0,0,0,0.010141619932611543,0.000190807287562793,168,1,331,500,0.336,0.002,0.662
1bZNp9d7pLM,이무진 (LEE MU JIN) - '청춘만화' MV,2024-10-07 09:02:23+00:00,PT4M39S,279.0,7515086,31270.0,1755.0,27,Education,UC6YMr57knEIYXOOKMmYAFXQ,BPM Entertainment,9,0,0,0,0.004160963693562522,0.0002335302616630069,163,0,337,500,0.326,0.0,0.674
J5ZOlJtw12I,대기압의 실체를 증명한 최초 실험,2024-08-13 08:00:16+00:00,PT38S,38.0,7514517,60141.0,1062.0,24,Entertainment,UCskfAONPi8_Jl6HWdSyz03g,지식창,8,1,0,1,0.00800330879549544,0.00014132644852623262,11,1,399,411,0.0267639902676399,0.0024330900243309003,0.9708029197080292
9OZtvQiYQ58,#Shorts - Auto Ram Prasad & Team Performance - 12th April 2024 - Extra Jabardasth - Rashmi Gautam,2024-04-12 04:30:03+00:00,PT45S,45.0,7489592,223818.0,359.0,24,Entertainment,UCULLmfWqhMOeiWEV6hkMSCg,mallemalatv,4,4,0,1,0.02988387084369883,4.793318514546587e-05,5,3,239,247,0.020242914979757085,0.012145748987854251,0.9676113360323887
oQkQv1ULyzs,"Kendall Jenner’s Guide to “Spring French Girl"" Makeup | Beauty Secrets | Vogue",2024-04-11 16:00:09+00:00,PT11M27S,687.0,7488243,174298.0,3352.0,24,Entertainment,UCRXiA3h1no_PFkb1JCP0yMA,Vogue,16,3,0,0,0.023276221137588617,0.0004476350460314923,184,15,301,500,0.368,0.03,0.602
IfWYDcVfBVo,Gucci Spring Summer 2025 Women's Fashion Show,2024-09-20 13:56:38+00:00,PT14M49S,889.0,7471001,93792.0,2089.0,24,Entertainment,UCo6fjlKg6GuCmEMeqYbGJng,GUCCI,13,4,0,0,0.012554141004665908,0.00027961447200984177,132,2,366,500,0.264,0.004,0.732
pTJ_PyCeCII,최강야구 감독 김성근의 결단력,2024-12-13 02:00:29+00:00,PT50S,50.0,7470685,70263.0,560.0,24,Entertainment,UCw11-a3Gscmz3dgIzpAaVTw,예능부장,2,4,0,1,0.009405161641803932,7.495965898709422e-05,21,1,355,377,0.05570291777188329,0.002652519893899204,0.9416445623342176
SkFiPM0Nv6s,[모바일게임] 가장 큰 숫자공을 만들어요! Ball Run 2048 Infinity mode,2024-10-17 08:00:16+00:00,PT12M46S,766.0,7467267,280.0,24.0,20,Gaming,UCUPa-gJcbYG9Ql8b9H9FBbg,랄라TV,8,3,0,0,3.7496985175432994e-05,3.2140273007513995e-06,3,0,17,20,0.15,0.0,0.85
ogq3vZ7sHhk,방출된 고효준 근황,2024-11-24 12:13:13+00:00,PT9S,9.0,7440482,20765.0,2699.0,17,Sports,UCWyAKKYySb5_2tOvm4HzR8w,크보톡 KBO Talk,12,6,1,1,0.0027908138209325685,0.00036274531676845666,34,2,464,500,0.068,0.004,0.928
biE7nFWxSes,Deshazte De Toda Mala Energía | Flauta Curativos Tibetanos | Cura El Daño En El Cuerpo,2024-08-03 08:00:08+00:00,P0D,,7427745,73717.0,0.0,10,Music,UCnmocGJPcZKRY8xLc5Sb0Qw,Inner Healing Music,8,5,1,0,0.009924546413480808,0.0,0,0,0,0,0.0,0.0,0.0
EbzxM9SnBik,10년 만의 재회 싸이와 데프콘의 만남 | 개그콘서트 Gagconcert #shorts,2024-02-22 21:30:01+00:00,PT1M,60.0,7422809,69356.0,535.0,24,Entertainment,UCzT7nHtzVqwiarTH8sqHaJA, 개그콘서트,21,3,0,1,0.009343632578987281,7.207514028718778e-05,23,3,410,436,0.052752293577981654,0.006880733944954129,0.9403669724770642
db2_B2eptkI,[세븐틴/민규/디에잇]한국말빨 만렙,2024-08-03 02:46:38+00:00,PT17S,17.0,7420222,156548.0,705.0,22,People & Blogs,UCxVVrZd7oXsR_dcBwPYUDyA,밍귤,2,5,1,1,0.021097481989083344,9.501063445271584e-05,32,3,465,500,0.064,0.006,0.93
60EQG7C2vw4,움파룸파 챌린지,2024-03-23 09:00:06+00:00,PT59S,59.0,7386294,79829.0,1673.0,23,Comedy,UC-OcDPFxfY9Hhdf5P9zq7-A,메타코미디클럽,9,5,1,1,0.010807720353400501,0.00022650059691639677,30,7,463,500,0.06,0.014,0.926
aWLCsfa1RP0,걸레(?)빤 거 같은 머리 #틈만나면,2024-04-24 13:30:00+00:00,PT30S,30.0,7381571,109004.0,1181.0,24,Entertainment,UCnx4Fi4cmkLGDiFfZ311wWw,스브스 예능맛집,13,2,0,1,0.014767046201953486,0.00015999304213154626,27,8,465,500,0.054,0.016,0.93
--wl-OVVyYY,현재 게임업계를 뒤집은 그래픽 근황,2024-09-19 03:00:00+00:00,PT26S,26.0,7378500,87281.0,1403.0,20,Gaming,UCNzcxCN_Hh_lu5RCSFXKgGQ,악동 김블루,3,3,0,1,0.011829098055160263,0.000190147048858169,19,3,478,500,0.038,0.006,0.956
a3leThKxkDY,댓글모음 : 실용음악과 학생들 앞에서 노래하는 이영현 #이영현 #사이Live,2024-06-13 02:44:12+00:00,PT39S,39.0,7366475,141767.0,4663.0,24,Entertainment,UC-WFvgdXXmZPj4pDI8GFbzQ,칠성레이블,2,3,0,1,0.01924488985573154,0.0006330028948716991,45,4,451,500,0.09,0.008,0.902
kQcLE_j8oH4,대구에서 태어난 미국 싱어송라이터 #boywithuke #toxic,2024-07-31 21:00:34+00:00,PT23S,23.0,7360164,228207.0,2015.0,10,Music,UCvbX0C4bAx82uN91Bv6auMQ,리플래쉬 RiffLash,21,2,0,1,0.031005694981796603,0.0002737710735793387,62,1,437,500,0.124,0.002,0.874
LYiZA4HHu58,과도한 프레이밍에 열받은 최강야구 선수들 #shorts #최강야구,2024-12-04 09:00:29+00:00,PT38S,38.0,7343890,70146.0,1806.0,22,People & Blogs,UC8pqfCpRwtOeVG3lfvlkb9w,1분예능모음zip,9,2,0,1,0.009551613654343951,0.0002459187161027739,19,0,481,500,0.038,0.0,0.962
U45eLYjVzu8,??? : 아니 베이가가 스킬을 안 맞아요,2024-05-25 03:24:51+00:00,PT1M,60.0,7326491,62080.0,1635.0,20,Gaming,UCIBoeAMqlic3emU6_crV9Vw,개인팟,3,5,1,1,0.00847336057602473,0.0002231627664594142,11,4,485,500,0.022,0.008,0.97
cv89XC5xbhA,노량진 공부하는 곳 맞음..?ㅋㅋㅋ,2024-02-16 05:00:16+00:00,PT36S,36.0,7278791,68699.0,1834.0,23,Comedy,UCBtHH4sZ7t0M5UYd6vWVqTA,깃털유머,5,4,0,1,0.00943824324671501,0.00025196492109747344,13,5,482,500,0.026,0.01,0.964
DuLppnWT2IE,연차별 ‘약‘먹은 호날두 트래핑,2024-06-22 09:58:32+00:00,PT34S,34.0,7275747,60663.0,531.0,17,Sports,UCT8DsZlac7D1_dx6d8Kh_Qw,JK 아트사커 온라인,9,5,1,1,0.00833770058249689,7.298219687957814e-05,5,6,384,395,0.012658227848101266,0.015189873417721518,0.9721518987341772
MPi_kzi2M6I,야구가 정신병 스포츠라고 불리는 이유 #야구 #kbo #롯데자이언츠 #기아타이거즈 #목나경 #치어리더,2024-07-09 03:02:53+00:00,PT7S,7.0,7224832,52685.0,436.0,17,Sports,UCdqRue8noiYswynS7cTpLQg,크보웃동,3,1,0,1,0.007292211085323507,6.034742399546453e-05,10,2,254,266,0.03759398496240601,0.007518796992481203,0.9548872180451128
fwYerxS8VY0,천재수학강사가 설명하는 0.99999=1,2024-05-31 12:37:10+00:00,PT59S,59.0,7223087,88676.0,20678.0,27,Education,UCacMaI9Yr5Ba8va7uCDi0bw,선생님도 매월 시험보는 학원 Since 2005,12,4,0,1,0.012276745386010165,0.0028627649092417135,13,6,481,500,0.026,0.012,0.962
7G3BBhdNBv0,한 번에 맞추면 상위 6% 문제,2024-08-23 07:15:00+00:00,PT1M,60.0,7181540,138118.0,2248.0,23,Comedy,UC5xLohcPE65Y-U62X6snmRQ,빠더너스 BDNS,7,4,0,1,0.0192323652030066,0.000313024782985265,15,2,483,500,0.03,0.004,0.966
z0I449NhHLs,마초 기사님들도 누군가의 아빠라는 증거,2024-05-11 10:03:59+00:00,PT47S,47.0,7175073,166319.0,4680.0,24,Entertainment,UCTmrCBHyMN7lde4p-lTX9nQ,원더맨 WonderMan,10,5,1,1,0.02318011259258268,0.00065225817214682,121,1,378,500,0.242,0.002,0.756
es5Zc8TjCvg,"[자막뉴스] 엘베 천장서 '낼름'..""으악!"" ""진짜 미쳐"" 아파트 발칵 (2024.06.17/MBC뉴스)",2024-06-17 07:08:12+00:00,PT1M49S,109.0,7170936,19017.0,5279.0,25,News & Politics,UCF4Wxdo3inmxP-Y59wXDsFw,MBCNEWS,7,0,0,0,0.0026519550585864943,0.0007361661016079352,61,4,435,500,0.122,0.008,0.87
l_tnC2-dAlU,Organizing my Rare Beauty drawer💗 #organize #makeuporganization #dressingtable #makeuptable #asmr,2024-09-07 02:00:41+00:00,PT48S,48.0,7158035,160471.0,339.0,22,People & Blogs,UCIvhkJeauj8RJZkVa2ldJqQ,Isabelly Mingardi,2,5,1,1,0.0224183033472175,4.735936608301021e-05,25,5,252,282,0.08865248226950355,0.01773049645390071,0.8936170212765957
1EuGUJvAcQA,멋있는 거 혼자 다 하는 안보현 #백패커2,2024-06-03 10:34:00+00:00,PT40S,40.0,7155438,73619.0,733.0,24,Entertainment,UCRMA_Nb5VF-YoWApSVeXPVA,디글 클래식 :Diggle Classic,10,0,0,1,0.010288538591208533,0.00010243957113456926,35,4,461,500,0.07,0.008,0.922
tdjaO7hXS1s,"This gown is set with 98,000 crystals she looks like a mermaid in it 🧜🏻‍♀️✨ #short #anokyai #model",2024-11-25 18:33:51+00:00,PT19S,19.0,7151753,202778.0,2303.0,22,People & Blogs,UCF8ZIVoM8UMM8seHg2rOaTg,𝐑𝐮𝐧𝐰𝐚𝐲 𝐌𝐨𝐝𝐞𝐥𝐬,18,0,0,1,0.02835360784971181,0.00032201895115784897,218,5,277,500,0.436,0.01,0.554
jMdgcg47ZBo,바지라고오~,2024-12-30 03:00:37+00:00,PT19S,19.0,7127684,54544.0,342.0,24,Entertainment,UC3Tl-b7eCWLhn4T_21LTubg,AKA,3,0,0,1,0.007652415567244564,4.798192512462674e-05,23,0,229,252,0.09126984126984126,0.0,0.9087301587301587
bLz0DlmysHM,#Shorts - Ismart Emmanuel & Team Performance Promo - 24th May 2024 - Extra Jabardasth,2024-05-24 07:00:30+00:00,PT53S,53.0,7120459,221721.0,63.0,24,Entertainment,UCULLmfWqhMOeiWEV6hkMSCg,mallemalatv,7,4,0,1,0.031138582498684425,8.8477442254776e-06,2,0,46,48,0.041666666666666664,0.0,0.9583333333333334
GGA0XIvTxRw,#shorts - Auto Ramprasad & Team Comedy Performance #Rohini #comedy #Extrajabardath,2024-07-09 11:45:00+00:00,PT45S,45.0,7086239,212970.0,105.0,24,Entertainment,UCrhHQd5lAQZz3xRLaCJmitA,ETV Originals,11,1,0,1,0.030054024426779846,1.4817451118992741e-05,5,0,95,100,0.05,0.0,0.95
wZGmsswQB8s,김종국 연예계 은퇴 시키려는 조나단? ㅋㅋ #김종국 #조나단 #UV #마선호,2024-06-17 08:00:24+00:00,PT26S,26.0,7059602,,1003.0,17,Sports,UCoe-0EVDJnjlSoPK8ygcGwQ,김종국 GYM JONG KOOK,8,0,0,1,,0.00014207599805201484,14,5,481,500,0.028,0.01,0.962
OCXN2ptaMkE,유리 용접 장면 #과학실험 #인터스텔라 #interstellar,2024-02-11 00:59:11+00:00,PT38S,38.0,7048542,98492.0,898.0,24,Entertainment,UCxd4gUYuA0MLHftlwdlqi_A,무쓸모,0,6,1,1,0.013973386269103596,0.00012740223439116914,8,1,489,498,0.01606425702811245,0.002008032128514056,0.9819277108433735
Dhpad2Jpkjc,Huma Qureshi HILARIOUSLY SCOLDS Nawazuddin Siddiqui in #GangsOfWasseypur,2024-06-21 13:30:07+00:00,PT56S,56.0,7040211,154532.0,1036.0,24,Entertainment,UCim0ZIz8SAQGPvg4mJHG3JA,Netflix India Shorts,13,4,0,1,0.02194991030808594,0.00014715468044920814,77,3,420,500,0.154,0.006,0.84
FjKuMUh_dSY,처음이자 마지막이였던 포수 이대호(ft. 김원중),2024-08-11 13:00:25+00:00,PT40S,40.0,7037010,63554.0,878.0,17,Sports,UCZzHZo-WDbo6fH_6JXCdJkw,쌍방울,13,6,1,1,0.009031392594297862,0.0001247689004278806,27,1,472,500,0.054,0.002,0.944
TR17VyN6Br8,LEFT OR RIGHT CHALLENGE: Baseball Edition! #shorts,2024-09-19 01:07:05+00:00,PT22S,22.0,7030794,123633.0,146.0,24,Entertainment,UCFSaBAqySWbnd61n9r3Dd1g,CS99TV,1,3,0,1,0.017584500413466816,2.0765791175221463e-05,8,19,70,97,0.08247422680412371,0.1958762886597938,0.7216494845360825
HXcKowJBWwQ,조축 출전 금지된 선수 수준,2024-06-05 08:03:11+00:00,PT33S,33.0,7007863,59039.0,1150.0,17,Sports,UCT8DsZlac7D1_dx6d8Kh_Qw,JK 아트사커 온라인,8,2,0,1,0.008424679534973787,0.00016410138154812672,14,3,483,500,0.028,0.006,0.966
2DtSf30RQG0,최강경찰 미니특공대🚨26화 공개!🚨5월 23일 5시 미니특공대TV 채널에서!,2024-05-22 03:00:04+00:00,PT54S,54.0,7005248,88485.0,0.0,1,Film & Animation,UCx4IY_sYVTL6RQu30Cprm8A,미니특공대TV,3,2,0,1,0.012631244461295304,0.0,0,0,0,0,0.0,0.0,0.0
3CXxbtYihX0,반도체가 양자의 영역으로 들어가 생긴 기묘한 현상,2024-11-30 01:00:04+00:00,PT1M,60.0,6987999,84508.0,3598.0,28,Science & Technology,UCWe8t83GL8J-N3a4ZF6BG-Q,세모과학,1,5,1,1,0.012093304535389888,0.0005148827296626689,29,3,468,500,0.058,0.006,0.936
K16Jj7Zy2Ss,Ederson's ball control is CRAZY! 😅,2024-09-28 11:55:33+00:00,PT10S,10.0,6968875,60527.0,421.0,17,Sports,UCG5qGWdu8nIRZqJ_GgDwQ-w,Premier League,11,5,1,1,0.008685332998511238,6.041147243995624e-05,19,20,279,318,0.059748427672955975,0.06289308176100629,0.8773584905660378
vwEcw8Iy4nI,Hidden Ball Trick Pitch | Banana Ball #shorts#savannahbananas#trick#trickshot#bananas#mlb#sportsball,2024-07-06 14:49:06+00:00,PT11S,11.0,6945835,147584.0,2635.0,17,Sports,UCWNsOtiXIKX5TREelnEsviw,Banana Ball,14,5,1,1,0.02124784133225163,0.00037936403614540225,23,3,474,500,0.046,0.006,0.948
BaaVUJI9J34,이수지가 자신의 팬과 결혼하게 된 과정,2024-06-10 02:00:07+00:00,PT52S,52.0,6900654,161914.0,1081.0,23,Comedy,UCzsI83uQ4rrFk8a4cYggkcQ,1분순삭,2,0,0,1,0.023463573162775586,0.000156651818798624,73,0,427,500,0.146,0.0,0.854
SoHNKkO0mt8,"[자막뉴스] ""만지지 말라고 너 싫어!"" 국대 출신 방송인의 몰락 (MBC뉴스)",2024-07-07 04:50:32+00:00,PT2M28S,148.0,6897433,29506.0,8724.0,25,News & Politics,UCF4Wxdo3inmxP-Y59wXDsFw,MBCNEWS,4,6,1,0,0.004277823358342155,0.0012648183751839271,14,15,471,500,0.028,0.03,0.942
4TdOIyBTw1U,5분 만에 한국어 읽기가 가능하다는 남성의 강의,2024-12-18 09:56:12+00:00,PT56S,56.0,6862729,137874.0,4235.0,22,People & Blogs,UCzelf3qtV8AdUXeoybhARsA,요건 인정이지,9,2,0,1,0.020090258554577925,0.0006171014475436813,62,1,437,500,0.124,0.002,0.874
S54R9pVvNiE,절대로 채울 수 없는 물병이있다!? #신기한 #과학 #물병,2024-05-09 09:30:12+00:00,PT1M,60.0,6839771,102934.0,496.0,26,Howto & Style,UCGtY9qyrQqqPlkNqAwccjNQ,리뷰하는 회사원,9,3,0,1,0.015049334254026926,7.25170477198725e-05,7,3,313,323,0.021671826625386997,0.009287925696594427,0.9690402476780186
MUVT6lylqnM,"Worlds 2024 Finals Opening Ceremony Presented by Mastercard ft. Linkin Park, Ashnikko and More!",2024-11-02 22:59:05+00:00,PT12M3S,723.0,6836406,138619.0,3875.0,20,Gaming,UC2t5bjwHdUX4vM2g8TRDq5g,League of Legends,22,5,1,0,0.020276589775387828,0.0005668182960461974,130,14,356,500,0.26,0.028,0.712
NBE2Hesz4Bs,레전드 축구선수들의 신박한 광고ㅋㅋㅋ,2024-05-10 02:00:18+00:00,PT55S,55.0,6788230,120107.0,638.0,1,Film & Animation,UCnU6-_6wYsGnrtysD-VdkGA,숏플루언서,2,4,0,1,0.017693419344954428,9.398620848144508e-05,17,6,343,366,0.04644808743169399,0.01639344262295082,0.9371584699453552
vRfBuJjGzmY,Horsewalk or catwalk?!😎 #catwalk #fashion,2024-02-13 17:35:52+00:00,PT15S,15.0,6778625,285124.0,1191.0,22,People & Blogs,UCXKzV96OOdvjgm1F8geS2zg,Mina Zibayi,17,1,0,1,0.04206221763263199,0.00017569934905677773,60,3,437,500,0.12,0.006,0.874
Rq8_smgQZBs,“나 립스틱밖에 안바른다니까?“,2024-04-11 10:51:10+00:00,PT39S,39.0,6763670,157452.0,1488.0,26,Howto & Style,UCxM21Vv4bWq106MxIPvrGQw,써니채널 Sunny's Channel,10,3,0,1,0.023279077778779862,0.00021999890591941948,63,0,437,500,0.126,0.0,0.874
gyINEQhJO-U,시작 타이밍 놓쳐버린 국가대표ㅎㄷㄷ,2024-08-01 10:01:46+00:00,PT19S,19.0,6751114,113793.0,780.0,17,Sports,UC9_093tAK3bXyZfT84efbvg,esports KBS,10,3,0,1,0.016855440450272353,0.00011553648775594665,39,1,460,500,0.078,0.002,0.92
FIKn0VFDSTk,[자막ver] 너 뭐 훔쳤어? 파출소에 나타난 남녀  | 개그콘서트 Gagconcert #shorts,2024-01-30 01:02:51+00:00,PT54S,54.0,6713251,127005.0,934.0,24,Entertainment,UCzT7nHtzVqwiarTH8sqHaJA, 개그콘서트,1,1,0,1,0.01891855376776468,0.0001391278234643692,29,1,470,500,0.058,0.002,0.94
TFe4mAXrcls,Трюк Жан-Клода ван Дамма 😉 #тнт #shorts #юмор #камедиклаб #воля #жанклодвандамм #шпагат #мартиросян,2024-08-20 06:00:16+00:00,PT49S,49.0,6689961,246076.0,2071.0,23,Comedy,UCsIEFXNO4bxh0hW3-_z2-0g,Comedy Club,6,1,0,1,0.036782875116910245,0.00030956832184821407,0,0,500,500,0.0,0.0,1.0
y7DTr_BziGI,전성기 메시 호날두도 어려운 기술?? 😨 #football #축구 #챔피언스리그 #epl #스포르팅 #에버튼 #마티아즈페르난데스,2024-10-03 02:59:06+00:00,PT14S,14.0,6680940,38780.0,770.0,17,Sports,UCZUJFa8_2QsIX0KkVSNPyoQ,The Story of the Stars,2,3,0,1,0.005804572410469186,0.00011525324280714989,9,5,486,500,0.018,0.01,0.972
37FiVJnG_hw,배그 고인물이 무서운 이유ㅋㅋㅋ,2024-10-06 09:30:01+00:00,PT59S,59.0,6677331,142848.0,1646.0,20,Gaming,UCZ-UuK86Bk5sGzQQ2cEglJQ,주키니TV,9,6,1,1,0.02139297872158801,0.00024650567719347745,20,6,474,500,0.04,0.012,0.948
AcJLYM7URGw,나만 그래?,2024-04-15 23:30:02+00:00,PT16S,16.0,6660380,51514.0,1971.0,22,People & Blogs,UCw-kXdzxMdMdLNI0ZlFFbmA,오늘의 주우재,23,0,0,1,0.007734393533101715,0.00029592906110462164,32,18,450,500,0.064,0.036,0.9
VrLYxcjbngk,"'하늘궁'이 뭐하는 곳이지? ""피가 거꾸로 솟을 판""  [뉴스.zip/MBC뉴스]",2024-06-08 23:29:05+00:00,PT12M13S,733.0,6653027,50766.0,23740.0,25,News & Politics,UCF4Wxdo3inmxP-Y59wXDsFw,MBCNEWS,23,5,1,0,0.007630511645300703,0.0035683005645400206,25,8,467,500,0.05,0.016,0.934
tKPVLAxWt1w,와이프가 게임기 선 잘라버림,2024-07-27 03:00:39+00:00,PT39S,39.0,6650144,151729.0,2137.0,20,Gaming,UCNzcxCN_Hh_lu5RCSFXKgGQ,악동 김블루,3,5,1,1,0.02281589691892386,0.0003213464249796696,22,1,477,500,0.044,0.002,0.954
